block,longit,latit,geom,birds,nat_cover,built_cover,observer_intensity,ave_precip,roadlength,p_roadlength,g_roadlength,surr_pop,abs_pop,ave_temper
25847,181.0,443.0,0103000020407100000100000005000000000000004018064100000000E0091B4100000000401806410000000080191B4100000000803706410000000080191B41000000008037064100000000E0091B41000000004018064100000000E0091B41,66,521092.932165788,220954.373538894,110.0,2.09781405523172,10465.0632089315,3503.35278985718,6931.19247573521,153965.0,300.0,13.7270960656113
25860,181.0,456.0,010300002040710000010000000500000000000000401806410000000000D51B41000000004018064100000000A0E41B41000000008037064100000000A0E41B4100000000803706410000000000D51B4100000000401806410000000000D51B41,100,49518.1451444591,243341.924951947,213.0,1.91541144091286,11116.6740317735,1029.7690298422,10086.9050019313,27680.0,1070.0,13.637297308021
25861,181.0,457.0,0103000020407100000100000005000000000000004018064100000000A0E41B4100000000401806410000000040F41B4100000000803706410000000040F41B41000000008037064100000000A0E41B41000000004018064100000000A0E41B41,67,143022.252899207,187648.207259206,149.0,1.901405035585,7537.35234510327,2314.52687841475,5222.82546668852,24520.0,615.0,13.6312440643447
25874,181.0,470.0,0103000020407100000100000005000000000000004018064100000000C0AF1C4100000000401806410000000060BF1C4100000000803706410000000060BF1C41000000008037064100000000C0AF1C41000000004018064100000000C0AF1C41,36,336562.788431806,352572.602322269,52.0,2.04034959332945,3115.14118970923,1345.31018153369,1769.83100817555,9835.0,75.0,13.4980854135604
25875,181.0,471.0,010300002040710000010000000500000000000000401806410000000060BF1C4100000000401806410000000000CF1C4100000000803706410000000000CF1C4100000000803706410000000060BF1C4100000000401806410000000060BF1C41,21,274613.694620256,49474.1216216639,31.0,2.05228602228614,3703.28656456384,1105.31433168197,2597.97223288187,12290.0,100.0,13.4866967182169
25877,181.0,473.0,0103000020407100000100000005000000000000004018064100000000A0DE1C4100000000401806410000000040EE1C4100000000803706410000000040EE1C41000000008037064100000000A0DE1C41000000004018064100000000A0DE1C41,44,453441.429993721,6128.56961527969,51.0,2.07765200343086,2342.81942089296,223.143898831873,2119.67552206109,12035.0,15.0,13.4638598892035
26102,182.0,443.0,0103000020407100000100000005000000000000008037064100000000E0091B4100000000803706410000000080191B4100000000C05606410000000080191B4100000000C056064100000000E0091B41000000008037064100000000E0091B41,42,587634.156181362,300847.983332464,75.0,2.10658535445675,8905.20788454261,22.736592949401,8882.47129159321,140680.0,1270.0,13.7259327663695
26103,182.0,444.0,010300002040710000010000000500000000000000803706410000000080191B4100000000803706410000000020291B4100000000C05606410000000020291B4100000000C05606410000000080191B4100000000803706410000000080191B41,93,824152.961864717,152937.617746191,414.0,2.09671849899447,3894.15874874236,1052.93352577262,2682.0946147966,128965.0,245.0,13.7150568989265
26105,182.0,446.0,0103000020407100000100000005000000000000008037064100000000C0381B4100000000803706410000000060481B4100000000C05606410000000060481B4100000000C056064100000000C0381B41000000008037064100000000C0381B41,64,37048.2622210829,550342.453673547,151.0,2.07225496661515,12050.7936414531,881.220135903006,11169.5735055501,114300.0,1050.0,13.7009457068181
26133,182.0,474.0,010300002040710000010000000500000000000000803706410000000040EE1C41000000008037064100000000E0FD1C4100000000C056064100000000E0FD1C4100000000C05606410000000040EE1C4100000000803706410000000040EE1C41,36,378109.449998309,150555.705983304,38.0,2.0936640255997,5434.13314807316,528.241791969964,4905.8913561032,10720.0,865.0,13.4548062514411
26134,182.0,475.0,0103000020407100000100000005000000000000008037064100000000E0FD1C41000000008037064100000000800D1D4100000000C056064100000000800D1D4100000000C056064100000000E0FD1C41000000008037064100000000E0FD1C41,18,826390.715589066,2805.99550570867,29.0,2.09836851041867,1157.74744845218,1003.18429720695,154.563151245222,11050.0,30.0,13.4435404276074
26136,182.0,477.0,0103000020407100000100000005000000000000008037064100000000201D1D41000000008037064100000000C02C1D4100000000C056064100000000C02C1D4100000000C056064100000000201D1D41000000008037064100000000201D1D41,47,451315.392721627,74068.6360080609,71.0,2.10361189615414,4825.03965670327,768.784278091903,4056.25537861136,11975.0,465.0,13.411903842625
26138,182.0,479.0,0103000020407100000100000005000000000000008037064100000000603C1D41000000008037064100000000004C1D4100000000C056064100000000004C1D4100000000C056064100000000603C1D41000000008037064100000000603C1D41,39,644981.837821502,778.748281419751,42.0,2.07193627710665,1328.66341910118,938.875710741324,389.78770835986,12840.0,60.0,13.3749819817793
26142,182.0,483.0,0103000020407100000100000005000000000000008037064100000000E07A1D41000000008037064100000000808A1D4100000000C056064100000000808A1D4100000000C056064100000000E07A1D41000000008037064100000000E07A1D41,14,942343.096930913,66493.2315680024,34.0,1.99249672870157,2223.76173432581,1002.09809109403,1221.66364323177,29310.0,75.0,13.3330539453013
26145,182.0,486.0,0103000020407100000100000005000000000000008037064100000000C0A91D4100000000803706410000000060B91D4100000000C05606410000000060B91D4100000000C056064100000000C0A91D41000000008037064100000000C0A91D41,41,598822.292433124,15428.8332478283,103.0,1.93585467520967,6124.02530913159,282.089069723252,2787.02317435411,35530.0,95.0,13.2769817973369
26359,183.0,444.0,010300002040710000010000000500000000000000C05606410000000080191B4100000000C05606410000000020291B4100000000007606410000000020291B4100000000007606410000000080191B4100000000C05606410000000080191B41,57,879603.729769322,83148.4465806956,104.0,2.1089105026215,3016.63414418503,1448.08035223327,1568.55379195176,145770.0,170.0,13.7141304883388
26360,183.0,445.0,010300002040710000010000000500000000000000C05606410000000020291B4100000000C056064100000000C0381B41000000000076064100000000C0381B4100000000007606410000000020291B4100000000C05606410000000020291B41,72,892914.985059604,53957.8088795776,227.0,2.09775669870703,4518.3045235551,1227.87750879139,1847.66261518,132420.0,60.0,13.7068974891142
26361,183.0,446.0,010300002040710000010000000500000000000000C056064100000000C0381B4100000000C05606410000000060481B4100000000007606410000000060481B41000000000076064100000000C0381B4100000000C056064100000000C0381B41,68,566966.943314852,74298.5236625613,102.0,2.08589684444567,4699.59131581242,298.24138454318,3006.78008481094,129605.0,210.0,13.7002649958251
26363,183.0,448.0,010300002040710000010000000500000000000000C05606410000000000581B4100000000C056064100000000A0671B41000000000076064100000000A0671B4100000000007606410000000000581B4100000000C05606410000000000581B41,63,840978.919581047,29968.0338452464,196.0,2.06204080079471,5693.71013884055,1446.8015185353,229.565944189132,88360.0,0.0,13.6885031127674
26615,184.0,444.0,010300002040710000010000000500000000000000007606410000000080191B4100000000007606410000000020291B4100000000409506410000000020291B4100000000409506410000000080191B4100000000007606410000000080191B41,51,553328.24451505,312054.036097498,78.0,2.12204748756401,7778.08426685267,1027.0457340713,6751.03853278137,180675.0,305.0,13.7132664329362
26618,184.0,447.0,010300002040710000010000000500000000000000007606410000000060481B4100000000007606410000000000581B4100000000409506410000000000581B4100000000409506410000000060481B4100000000007606410000000060481B41,44,840096.797796825,11020.2879114432,120.0,2.08916667581263,6571.44533408003,2803.02491291407,1496.37281388686,144275.0,90.0,13.6936512617446
26619,184.0,448.0,010300002040710000010000000500000000000000007606410000000000581B41000000000076064100000000A0671B41000000004095064100000000A0671B4100000000409506410000000000581B4100000000007606410000000000581B41,51,663921.418917831,41177.3592643886,159.0,2.07884032347173,7096.76544426931,288.026601455345,527.107765509737,117130.0,20.0,13.6859582449562
26620,184.0,449.0,0103000020407100000100000005000000000000000076064100000000A0671B4100000000007606410000000040771B4100000000409506410000000040771B41000000004095064100000000A0671B41000000000076064100000000A0671B41,80,984512.454469489,33759.7256367831,98.0,2.06800973262041,1075.96304206265,887.963515016297,187.999527046355,88910.0,55.0,13.6808701902011
26630,184.0,459.0,0103000020407100000100000005000000000000000076064100000000E0031C4100000000007606410000000080131C4100000000409506410000000080131C41000000004095064100000000E0031C41000000000076064100000000E0031C41,20,1000000.0,24656.2912981746,44.0,1.95206641022486,2236.02252249186,1022.74774765327,1213.27477483859,10765.0,0.0,13.6230136807699
26658,184.0,487.0,010300002040710000010000000500000000000000007606410000000060B91D4100000000007606410000000000C91D4100000000409506410000000000C91D4100000000409506410000000060B91D4100000000007606410000000060B91D41,36,776493.256676361,289.402051343365,73.0,1.90859811168514,8737.45590583773,654.086182198918,4075.17433535252,35635.0,0.0,13.2714360526747
26665,184.0,494.0,0103000020407100000100000005000000000000000076064100000000C0261E4100000000007606410000000060361E4100000000409506410000000060361E41000000004095064100000000C0261E41000000000076064100000000C0261E41,177,62283.077390539,14073.6904384375,250.0,1.82223891899072,2335.32020154696,275.543975185463,2059.77622636149,51705.0,115.0,13.2082056185611
26666,184.0,495.0,010300002040710000010000000500000000000000007606410000000060361E4100000000007606410000000000461E4100000000409506410000000000461E4100000000409506410000000060361E4100000000007606410000000060361E41,107,594899.625593571,31638.2671784335,291.0,1.81747205596602,3125.73286737191,1041.904734457,2083.82813291491,48790.0,165.0,13.1986936945262
26873,185.0,446.0,0103000020407100000100000005000000000000004095064100000000C0381B4100000000409506410000000060481B410000000080B406410000000060481B410000000080B4064100000000C0381B41000000004095064100000000C0381B41,48,956531.556194736,15273.457005141,51.0,2.11108341656666,4296.84198060434,861.964917898921,3434.87706270542,185530.0,20.0,13.6968069421282
26874,185.0,447.0,010300002040710000010000000500000000000000409506410000000060481B4100000000409506410000000000581B410000000080B406410000000000581B410000000080B406410000000060481B4100000000409506410000000060481B41,53,881029.383975873,199341.382660303,69.0,2.10141289073624,4334.93680084176,1363.54679913836,2971.3900017034,161405.0,15.0,13.6910453575216
26875,185.0,448.0,010300002040710000010000000500000000000000409506410000000000581B41000000004095064100000000A0671B410000000080B4064100000000A0671B410000000080B406410000000000581B4100000000409506410000000000581B41,53,879662.836527545,33411.5561113362,94.0,2.09496804810443,5350.59120154327,831.164222245909,2016.31305732451,133755.0,15.0,13.6857230875703
26876,185.0,449.0,0103000020407100000100000005000000000000004095064100000000A0671B4100000000409506410000000040771B410000000080B406410000000040771B410000000080B4064100000000A0671B41000000004095064100000000A0671B41,81,925662.879025898,129201.128237314,76.0,2.08721290683137,3888.50205162266,1601.94559870255,2286.55645292012,105300.0,150.0,13.680753493239
26886,185.0,459.0,0103000020407100000100000005000000000000004095064100000000E0031C4100000000409506410000000080131C410000000080B406410000000080131C410000000080B4064100000000E0031C41000000004095064100000000E0031C41,72,974566.29049363,26300.625474156,341.0,1.9695723062659,4035.58944281869,1200.90438423687,2834.68505858182,11690.0,0.0,13.6242371870009
26914,185.0,487.0,010300002040710000010000000500000000000000409506410000000060B91D4100000000409506410000000000C91D410000000080B406410000000000C91D410000000080B406410000000060B91D4100000000409506410000000060B91D41,27,993840.051291963,10888.2740444558,29.0,1.90430738044213,3784.81099600533,1952.91553396612,1831.89546203921,35855.0,0.0,13.2734776773999
27008,185.0,581.0,010300002040710000010000000500000000000000409506410000000010BB2141000000004095064100000000E0C221410000000080B4064100000000E0C221410000000080B406410000000010BB214100000000409506410000000010BB2141,71,4455.02851191102,182650.33474691,98.0,1.99110348584408,8854.64563809457,2000.28714687217,6854.3584912224,119670.0,1370.0,12.2278339376683
27129,186.0,446.0,01030000204071000001000000050000000000000080B4064100000000C0381B410000000080B406410000000060481B4100000000C0D306410000000060481B4100000000C0D3064100000000C0381B410000000080B4064100000000C0381B41,63,945641.142638078,49689.3503662135,114.0,2.13060786916735,5580.33319186447,2231.24617765117,3349.08701421329,193520.0,5.0,13.6963867191328
27189,186.0,506.0,01030000204071000001000000050000000000000080B406410000000040E21E410000000080B4064100000000E0F11E4100000000C0D3064100000000E0F11E4100000000C0D306410000000040E21E410000000080B406410000000040E21E41,141,145370.196119789,172969.640358737,515.0,1.84218635974009,4797.13379710561,1522.15352076142,3274.98027634419,51485.0,640.0,13.0505925787006
27264,186.0,581.0,01030000204071000001000000050000000000000080B406410000000010BB21410000000080B4064100000000E0C2214100000000C0D3064100000000E0C2214100000000C0D306410000000010BB21410000000080B406410000000010BB2141,99,331481.124305978,4070.31655154513,126.0,2.01375643493227,5478.24956165292,2014.6492565281,3463.60030512482,119965.0,25.0,12.2277949307093
27386,187.0,446.0,010300002040710000010000000500000000000000C0D3064100000000C0381B4100000000C0D306410000000060481B410000000000F306410000000060481B410000000000F3064100000000C0381B4100000000C0D3064100000000C0381B41,66,977494.893318432,10883.643843241,182.0,2.16684615607914,2941.10657360484,1138.3422320573,1802.76434154754,202900.0,35.0,13.6960203289286
27389,187.0,449.0,010300002040710000010000000500000000000000C0D3064100000000A0671B4100000000C0D306410000000040771B410000000000F306410000000040771B410000000000F3064100000000A0671B4100000000C0D3064100000000A0671B41,69,791842.093989323,35210.8503275954,378.0,2.13008905712577,3112.58299299333,1001.45019380118,1412.83197363224,120595.0,25.0,13.6805019695209
27625,188.0,428.0,01030000204071000001000000050000000000000000F3064100000000801F1A410000000000F3064100000000202F1A41000000004012074100000000202F1A41000000004012074100000000801F1A410000000000F3064100000000801F1A41,116,3371.40775505549,644763.039338887,704.0,2.00671859110258,21746.1445208504,342.487050618362,21403.6574702321,239015.0,7355.0,13.9425736249975
27642,188.0,445.0,01030000204071000001000000050000000000000000F306410000000020291B410000000000F3064100000000C0381B41000000004012074100000000C0381B4100000000401207410000000020291B410000000000F306410000000020291B41,38,477544.78457664,349823.481635822,64.0,2.20823219764298,12421.5658194364,386.155571020188,12035.4102484162,227610.0,2005.0,13.7025785101835
27646,188.0,449.0,01030000204071000001000000050000000000000000F3064100000000A0671B410000000000F306410000000040771B4100000000401207410000000040771B41000000004012074100000000A0671B410000000000F3064100000000A0671B41,50,683867.165033145,146443.170825806,108.0,2.15568358961555,4839.34744041222,1097.08140688799,3742.26603352423,130165.0,90.0,13.6809218837082
27655,188.0,458.0,01030000204071000001000000050000000000000000F306410000000040F41B410000000000F3064100000000E0031C41000000004012074100000000E0031C4100000000401207410000000040F41B410000000000F306410000000040F41B41,70,729757.287170012,130570.853038148,292.0,2.01442179440145,5059.47884319184,1021.82921912806,4037.64962406378,8435.0,540.0,13.6329936390969
27656,188.0,459.0,01030000204071000001000000050000000000000000F3064100000000E0031C410000000000F306410000000080131C4100000000401207410000000080131C41000000004012074100000000E0031C410000000000F3064100000000E0031C41,58,558438.930623687,193664.837279899,148.0,2.00855805789692,7814.12976886197,1554.42733506605,6259.70243379592,18150.0,180.0,13.6267022184966
27657,188.0,460.0,01030000204071000001000000050000000000000000F306410000000080131C410000000000F306410000000020231C4100000000401207410000000020231C4100000000401207410000000080131C410000000000F306410000000080131C41,39,966698.157208066,21042.36915993,40.0,2.0115717080324,2525.06364886801,1025.51137391354,1499.55227495448,31620.0,35.0,13.6199245657875
27668,188.0,471.0,01030000204071000001000000050000000000000000F306410000000060BF1C410000000000F306410000000000CF1C4100000000401207410000000000CF1C4100000000401207410000000060BF1C410000000000F306410000000060BF1C41,33,990203.614535503,16436.8490178273,55.0,2.18016771381999,1343.37322829958,1000.1234053417,343.249822957879,110505.0,5.0,13.4986430684835
27688,188.0,491.0,01030000204071000001000000050000000000000000F3064100000000E0F71D410000000000F306410000000080071E4100000000401207410000000080071E41000000004012074100000000E0F71D410000000000F3064100000000E0F71D41,44,424265.696242492,495643.65975191,44.0,1.85570044412139,11037.0861579056,235.201203561329,9399.94475087888,59960.0,1820.0,13.2450440818681
27689,188.0,492.0,01030000204071000001000000050000000000000000F306410000000080071E410000000000F306410000000020171E4100000000401207410000000020171E4100000000401207410000000080071E410000000000F306410000000080071E41,59,108278.141849028,455246.893097451,54.0,1.85104837700807,11892.3886241005,1197.79625740669,10694.5923666938,54790.0,2450.0,13.235867313876
27690,188.0,493.0,01030000204071000001000000050000000000000000F306410000000020171E410000000000F3064100000000C0261E41000000004012074100000000C0261E4100000000401207410000000020171E410000000000F306410000000020171E41,49,314337.417880098,896.979558551257,58.0,1.84895944397752,2648.33521893623,597.122773700445,2051.21244523578,52350.0,15.0,13.2265322683842
27707,188.0,510.0,01030000204071000001000000050000000000000000F3064100000000C0201F410000000000F306410000000060301F4100000000401207410000000060301F41000000004012074100000000C0201F410000000000F3064100000000C0201F41,66,401052.084131383,16101.685528112,110.0,1.86794586544496,1078.65001202602,761.540167051483,317.109844974541,54015.0,10.0,12.9962146956247
27735,188.0,538.0,01030000204071000001000000050000000000000000F3064100000000206B20410000000000F3064100000000F0722041000000004012074100000000F0722041000000004012074100000000206B20410000000000F3064100000000206B2041,50,875049.407783977,14466.1956937058,68.0,2.1490330696106,2062.75060203509,818.854659471507,1243.89594256358,15190.0,65.0,12.7546172817109
27882,189.0,428.0,0103000020407100000100000005000000000000004012074100000000801F1A41000000004012074100000000202F1A41000000008031074100000000202F1A41000000008031074100000000801F1A41000000004012074100000000801F1A41,128,1260.69666169658,138900.248983538,413.0,2.00340234809324,6755.41616787341,1268.22289367595,5487.19327419746,231295.0,665.0,13.939539724045
27903,189.0,449.0,0103000020407100000100000005000000000000004012074100000000A0671B4100000000401207410000000040771B4100000000803107410000000040771B41000000008031074100000000A0671B41000000004012074100000000A0671B41,32,530574.836338656,283417.64034286,48.0,2.17965160765382,4527.96395896122,1034.11866001877,3493.84529894245,130430.0,30.0,13.6807860008837
27914,189.0,460.0,010300002040710000010000000500000000000000401207410000000080131C4100000000401207410000000020231C4100000000803107410000000020231C4100000000803107410000000080131C4100000000401207410000000080131C41,48,732627.234645896,26055.8964782447,112.0,2.01746368800285,3126.69284918512,76.7198129740953,3049.97303621103,36750.0,45.0,13.6162502032329
27944,189.0,490.0,010300002040710000010000000500000000000000401207410000000040E81D41000000004012074100000000E0F71D41000000008031074100000000E0F71D4100000000803107410000000040E81D4100000000401207410000000040E81D41,17,678888.920662101,313511.925189527,19.0,1.86702330945605,3413.79713261472,1103.63304202862,2310.1640905861,64190.0,0.0,13.2573919936356
27945,189.0,491.0,0103000020407100000100000005000000000000004012074100000000E0F71D4100000000401207410000000080071E4100000000803107410000000080071E41000000008031074100000000E0F71D41000000004012074100000000E0F71D41,37,322073.063225548,394779.435237405,92.0,1.8634643217559,8702.67689611679,1393.66648498802,3507.75329947875,62115.0,460.0,13.2483936823616
28035,189.0,581.0,010300002040710000010000000500000000000000401207410000000010BB2141000000004012074100000000E0C22141000000008031074100000000E0C2214100000000803107410000000010BB214100000000401207410000000010BB2141,119,460938.792352004,62421.1657156676,265.0,2.06762241073035,6014.51116892494,3075.01461995081,2939.49654897413,106780.0,145.0,12.2265276005749
28036,189.0,582.0,0103000020407100000100000005000000000000004012074100000000E0C22141000000004012074100000000B0CA2141000000008031074100000000B0CA2141000000008031074100000000E0C22141000000004012074100000000E0C22141,146,487339.016482478,3047.4045787988,154.0,2.06496002082584,2381.4789067871,1103.53426949574,1277.94463729136,112285.0,100.0,12.2196335572729
28037,189.0,583.0,0103000020407100000100000005000000000000004012074100000000B0CA214100000000401207410000000080D2214100000000803107410000000080D22141000000008031074100000000B0CA2141000000004012074100000000B0CA2141,63,96878.3989401252,8109.30063772269,92.0,2.06300489395569,1987.43111281457,1150.8356876101,836.595425204469,110345.0,65.0,12.2124483120211
28138,190.0,427.0,0103000020407100000100000005000000000000008031074100000000E00F1A41000000008031074100000000801F1A4100000000C050074100000000801F1A4100000000C050074100000000E00F1A41000000008031074100000000E00F1A41,131,35758.3031722791,293123.610634753,266.0,1.98212645995271,8863.885171388,908.811931218468,7955.07324016953,230515.0,630.0,13.9538946835458
28160,190.0,449.0,0103000020407100000100000005000000000000008031074100000000A0671B4100000000803107410000000040771B4100000000C05007410000000040771B4100000000C050074100000000A0671B41000000008031074100000000A0671B41,68,246615.6481743,631145.897429574,122.0,2.19761744455193,5328.4284924642,548.094251808195,4780.33424065601,127815.0,15.0,13.680659429021
28161,190.0,450.0,010300002040710000010000000500000000000000803107410000000040771B41000000008031074100000000E0861B4100000000C050074100000000E0861B4100000000C05007410000000040771B4100000000803107410000000040771B41,109,547019.359804416,259482.086768306,269.0,2.17325831494083,3297.98701913178,1510.40239508728,1787.5846240445,116520.0,0.0,13.6761756974031
28176,190.0,465.0,0103000020407100000100000005000000000000008031074100000000A0611C4100000000803107410000000040711C4100000000C05007410000000040711C4100000000C050074100000000A0611C41000000008031074100000000A0611C41,64,628673.616637243,70666.1823921386,71.0,2.09266401281405,2656.05791592908,2105.81108228734,550.24683364174,147100.0,55.0,13.5643527040165
28199,190.0,488.0,010300002040710000010000000500000000000000803107410000000000C91D41000000008031074100000000A0D81D4100000000C050074100000000A0D81D4100000000C05007410000000000C91D4100000000803107410000000000C91D41,19,932785.500940344,65281.2101501617,22.0,1.87882772166261,2053.86738448662,1083.95720134677,969.910183139854,48945.0,0.0,13.2785974980142
28200,190.0,489.0,0103000020407100000100000005000000000000008031074100000000A0D81D4100000000803107410000000040E81D4100000000C05007410000000040E81D4100000000C050074100000000A0D81D41000000008031074100000000A0D81D41,42,501684.702276398,422883.611640885,19.0,1.87517425763673,3339.1174111065,1030.92082700441,2308.19658410208,54640.0,0.0,13.2698449315452
28219,190.0,508.0,010300002040710000010000000500000000000000803107410000000080011F4100000000803107410000000020111F4100000000C05007410000000020111F4100000000C05007410000000080011F4100000000803107410000000080011F41,74,123056.884813768,435108.269973668,98.0,1.86557335366922,17249.7615820727,136.397469540118,17113.3641125325,53610.0,5020.0,13.0221102119562
28385,191.0,416.0,010300002040710000010000000500000000000000C0500741000000000064194100000000C050074100000000A0731941000000000070074100000000A07319410000000000700741000000000064194100000000C05007410000000000641941,100,12798.41513342,38863.5365623141,195.0,1.89207609812858,5896.40321962413,843.045637568307,5053.35758205582,86925.0,145.0,14.1518235485486
28402,191.0,433.0,010300002040710000010000000500000000000000C050074100000000A06D1A4100000000C050074100000000407D1A41000000000070074100000000407D1A41000000000070074100000000A06D1A4100000000C050074100000000A06D1A41,110,132416.71617062,347609.914783681,197.0,2.01208762589904,12262.0045152729,839.530831746982,11422.4736835259,262040.0,2175.0,13.8365117243558
28415,191.0,446.0,010300002040710000010000000500000000000000C050074100000000C0381B4100000000C05007410000000060481B4100000000007007410000000060481B41000000000070074100000000C0381B4100000000C050074100000000C0381B41,57,52839.528446049,212158.24783897,122.0,2.31060666203993,13065.82269682,1644.08214913061,11421.7405476894,234860.0,925.0,13.6959116341989
28419,191.0,450.0,010300002040710000010000000500000000000000C05007410000000040771B4100000000C050074100000000E0861B41000000000070074100000000E0861B4100000000007007410000000040771B4100000000C05007410000000040771B41,57,990408.360952438,19190.0614854672,97.0,2.17863538349819,1549.32639945062,1001.58244379683,547.743955653788,116330.0,0.0,13.6760411515256
28434,191.0,465.0,010300002040710000010000000500000000000000C050074100000000A0611C4100000000C05007410000000040711C4100000000007007410000000040711C41000000000070074100000000A0611C4100000000C050074100000000A0611C41,65,414887.865180645,40832.60627316,126.0,2.09292142459536,5111.82412376928,629.539917068243,3412.09108423011,151855.0,105.0,13.5641113685969
28435,191.0,466.0,010300002040710000010000000500000000000000C05007410000000040711C4100000000C050074100000000E0801C41000000000070074100000000E0801C4100000000007007410000000040711C4100000000C05007410000000040711C41,42,201686.688080591,229595.150516972,68.0,2.12383484346432,11383.1913728584,3508.9992883579,5705.6597937811,150925.0,705.0,13.5540166055959
28436,191.0,467.0,010300002040710000010000000500000000000000C050074100000000E0801C4100000000C05007410000000080901C4100000000007007410000000080901C41000000000070074100000000E0801C4100000000C050074100000000E0801C41,43,645870.980790237,124019.93942846,41.0,2.15814730179244,3067.67805009252,443.291753593635,2624.38629649889,150130.0,215.0,13.5436528858559
28474,191.0,505.0,010300002040710000010000000500000000000000C050074100000000A0D21E4100000000C05007410000000040E21E4100000000007007410000000040E21E41000000000070074100000000A0D21E4100000000C050074100000000A0D21E41,68,820.753765134255,281068.848121355,66.0,1.87023946603256,18970.581011054,3658.71814109506,15311.8628699589,58145.0,2005.0,13.0783531382598
28475,191.0,506.0,010300002040710000010000000500000000000000C05007410000000040E21E4100000000C050074100000000E0F11E41000000000070074100000000E0F11E4100000000007007410000000040E21E4100000000C05007410000000040E21E41,114,143742.151894772,395310.997509299,103.0,1.87046957637044,12194.1539016417,574.829910585308,11619.3239910563,54570.0,2430.0,13.0616125088206
28477,191.0,508.0,010300002040710000010000000500000000000000C05007410000000080011F4100000000C05007410000000020111F4100000000007007410000000020111F4100000000007007410000000080011F4100000000C05007410000000080011F41,63,43727.2826958229,509915.68989272,119.0,1.87628866104893,12178.8784789062,460.979499893565,11717.8989790126,57960.0,2585.0,13.0264648671226
28590,192.0,363.0,0103000020407100000100000005000000000000000070074100000000E02716410000000000700741000000008037164100000000408F0741000000008037164100000000408F074100000000E0271641000000000070074100000000E0271641,35,72375.0763079431,464822.905098074,7.0,1.51624755199114,10768.5635647014,839.222896704358,9929.340667997,58535.0,1730.0,14.4504834668742
28643,192.0,416.0,010300002040710000010000000500000000000000007007410000000000641941000000000070074100000000A073194100000000408F074100000000A073194100000000408F0741000000000064194100000000007007410000000000641941,100,326116.429650427,140482.550357818,196.0,1.88532305560306,6007.85519219773,1230.85655925615,4776.99863294158,83720.0,195.0,14.158461240218
28645,192.0,418.0,010300002040710000010000000500000000000000007007410000000040831941000000000070074100000000E092194100000000408F074100000000E092194100000000408F0741000000004083194100000000007007410000000040831941,25,18.805692791059,74715.9665822588,41.0,1.9015963694585,3508.87749052134,163.196174355143,3345.6813161662,105035.0,310.0,14.1077315735512
28659,192.0,432.0,0103000020407100000100000005000000000000000070074100000000005E1A41000000000070074100000000A06D1A4100000000408F074100000000A06D1A4100000000408F074100000000005E1A41000000000070074100000000005E1A41,121,557634.729980204,19499.9177785707,154.0,1.98601486296676,4513.17755287531,829.126380626711,3684.0511722486,232030.0,140.0,13.8464908827076
28667,192.0,440.0,010300002040710000010000000500000000000000007007410000000000DB1A41000000000070074100000000A0EA1A4100000000408F074100000000A0EA1A4100000000408F07410000000000DB1A4100000000007007410000000000DB1A41,85,447802.538830353,240244.298825153,88.0,2.13296507926174,12102.4773926507,974.487412267537,11127.9899803832,296460.0,1300.0,13.7449752529543
28668,192.0,441.0,0103000020407100000100000005000000000000000070074100000000A0EA1A4100000000007007410000000040FA1A4100000000408F07410000000040FA1A4100000000408F074100000000A0EA1A41000000000070074100000000A0EA1A41,109,194274.939851631,37654.932490997,225.0,2.16649849243586,7157.81417629531,3076.46117593842,4081.35300035689,283845.0,240.0,13.7354699897359
28674,192.0,447.0,010300002040710000010000000500000000000000007007410000000060481B4100000000007007410000000000581B4100000000408F07410000000000581B4100000000408F07410000000060481B4100000000007007410000000060481B41,47,523752.054032457,33625.5253965043,100.0,2.26814210548668,4733.44836665866,102.335660116688,594.829427849853,200940.0,5.0,13.690339949867
28694,192.0,467.0,0103000020407100000100000005000000000000000070074100000000E0801C4100000000007007410000000080901C4100000000408F07410000000080901C4100000000408F074100000000E0801C41000000000070074100000000E0801C41,51,61296.515693506,124522.512783594,39.0,2.15928049212661,8857.28838415596,751.453654865922,8105.83472929004,151515.0,840.0,13.5433526918374
28698,192.0,471.0,010300002040710000010000000500000000000000007007410000000060BF1C4100000000007007410000000000CF1C4100000000408F07410000000000CF1C4100000000408F07410000000060BF1C4100000000007007410000000060BF1C41,48,791067.575316329,120435.252350668,79.0,2.27922624456619,2951.31893763794,27.4303508498815,2923.88858678806,159645.0,120.0,13.5010027714197
28899,193.0,414.0,010300002040710000010000000500000000000000408F074100000000C044194100000000408F074100000000605419410000000080AE074100000000605419410000000080AE074100000000C044194100000000408F074100000000C0441941,106,61407.0798355345,91812.1018797525,92.0,1.86527079059254,4288.00216775749,262.446197625681,4025.55597013181,83315.0,360.0,14.1793278708478
28904,193.0,419.0,010300002040710000010000000500000000000000408F074100000000E092194100000000408F07410000000080A219410000000080AE07410000000080A219410000000080AE074100000000E092194100000000408F074100000000E0921941,58,77128.0381565792,238924.110658872,77.0,1.89443820127857,7933.35263455511,912.038223883792,7021.31441067131,104580.0,1615.0,14.0869700366539
